LandOcc,Type,Subtype,Subsubtype,Country_CF
Raw;land;Occupation, forest, secondary (non-use), JE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), JM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), JO;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), JP;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KH;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KN;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KP;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KW;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), KZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LB;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LC;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LI;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LK;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LT;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LU;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LV;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), LY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MC;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MD;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ME;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MF;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MK;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ML;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MN;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MO;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MQ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MT;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MU;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MW;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MX;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), MZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NC;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NI;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NL;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NO;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NP;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), NZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), OCE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), OM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PH;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PK;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PL;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PT;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), PY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), QA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RAF;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RAS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RER;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RLA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RNA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RO;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RU;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), RW;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SB;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SD;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SI;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SK;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SL;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SN;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SO;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SS;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ST;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SV;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SX;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), SZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TC;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TD;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TH;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TJ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TL;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TN;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TR;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TT;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TW;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), TZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), UA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), UG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), US;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), UY;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), UZ;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VC;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VG;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VI;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VN;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), VU;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), WF;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), YE;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), YT;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ZA;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ZM;;0;m2a,
Raw;land;Occupation, forest, secondary (non-use), ZW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use);;0;m2a,,
Raw;land;Occupation, grassland, natural (non-use), (Sub)trop coniferous forest;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), (Sub)trop dry br.leaf forest;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), (Sub)trop grass savan & shrub;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), (Sub)trop moist br.leaf for.;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AX;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), AZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BB;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BJ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Boreal forest and taiga;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BQ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), BZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CV;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), CZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Deserts and xeric shrub;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DJ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), DZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), EC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), EE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), EG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), EH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ER;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ES;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ET;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), FI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), FJ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), FK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Flooded grasss and savan;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), FO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), FR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GB;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GLO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GP;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GQ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), GY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), HK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), HN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), HR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), HT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), HU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ID;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IQ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), IT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), JE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), JM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), JO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), JP;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KP;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), KZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LB;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LV;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), LY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Mangroves;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ME;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Medit. forest wood. and scrub;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ML;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Montane grass and shrub;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MQ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MX;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), MZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NP;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), NZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), OCE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), OM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), PY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), QA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RAF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RAS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RER;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RLA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RNA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), RW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SB;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SJ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SK;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SO;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SS;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ST;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SV;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SX;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), SZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TD;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Temp br.leaf forest;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Temp coniferous forest;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Temp grasss savan and shrub;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TH;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TJ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TL;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TR;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), Tundra;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TW;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), TZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), UA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), UG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), US;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), UY;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), UZ;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VC;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VG;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VI;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VN;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), VU;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), WF;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), YE;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), YT;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ZA;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ZM;;0;m2a,
Raw;land;Occupation, grassland, natural (non-use), ZW;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural;;0.320543767;m2a,,
Raw;land;Occupation, heterogeneous, agricultural, (Sub)trop coniferous forest;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, (Sub)trop dry br.leaf forest;;0.827806825;m2a,
Raw;land;Occupation, heterogeneous, agricultural, (Sub)trop grass savan & shrub;;0.927714545;m2a,
Raw;land;Occupation, heterogeneous, agricultural, (Sub)trop moist br.leaf for.;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AD;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AE;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AF;;0.556628727;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AG;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AI;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AL;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AM;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AO;;0.556200261;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AR;;0.361657736;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AT;;0.94627046;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AU;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AW;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AX;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, AZ;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BA;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BB;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BD;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BE;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BF;;0.927714545;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BG;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BH;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BI;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BJ;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BL;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BN;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BO;;0.513911646;m2a,
Raw;land;Occupation, heterogeneous, agricultural, Boreal forest and taiga;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BQ;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BR;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BS;;0;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BT;;0.256907116;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BW;;0.927714545;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BY;;1.084712391;m2a,
Raw;land;Occupation, heterogeneous, agricultural, BZ;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CA;;1.050185997;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CD;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CF;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CG;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CH;;0.958190543;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CI;;0.256905566;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CL;;0.556628727;m2a,
Raw;land;Occupation, heterogeneous, agricultural, CM;;0.256905566;m2a,
